First Name,Last Name,Phone Number,Age,Experience,Email,Role,Skillset1,Skillset2,Skillset3
Suman,Neeraj,6861077223,24,0,sumanneeraj@gmail.com,AI/ML architect,Machine Learning Expertise,Big Data,pipeline planning
Subhash,Riya,6822119467,29,0,subhashriya@gmail.com,Data scientist,python,Flask,CI/CD pipelines
Priyanka,Anika,6770719620,30,0,priyankaanika@gmail.com,Cyber security,Scripting, Data Structures,JavaScript
Kirti,Bradley,9819269797,23,0,kirtibradley@gmail.com,DevOps engineer,Linux ,Python,Algorithms and frameworks
Deepak,Kayla,8535410875,27,4,deepakkayla@gmail.com,Frontend developer,HTML/CSS,Python,CI/CD pipelines
Ashish,Russell,9726469767,28,0,ashishrussell@gmail.com,Frontend developer,HTML/CSS,Big Data,JavaScript
Sunil,Bob,8599554943,28,0,sunilbob@gmail.com,DevOps engineer,Linux ,Python,Intrusion detection
Nisha,Anjali,8612464471,23,0,nishaanjali@gmail.com,HR,Communication skills,Controls and frameworks ,Cloud
Kamal,Rohan,8494287838,23,0,kamalrohan@gmail.com,Cloud architect,Operating systems,Flask,AI/ML
Alka,Manish,6243770671,32,9,alkamanish@gmail.com,Blockchain engineer,Cryptography,Python,DBMS
Shubham,Anika,8640680534,32,0,shubhamanika@gmail.com,Security Analyst, Network security control,ReactJS,pipeline planning
Ritu,Tanvi,9969852451,28,5,ritutanvi@gmail.com,Data scientist,python,Big Data,AI/ML
Sanjay,Kamal,9924442498,23,0,sanjaykamal@gmail.com,Security Analyst, Network security control,Big Data,pipeline planning
Kajal,Mukesh,9949566230,29,0,kajalmukesh@gmail.com,Cyber security,Scripting, Administrative expertise,JavaScript
Amit,Subhash,6445329111,32,0,amitsubhash@gmail.com,IoT solutions architect,API automation and testing ,Flask,pipeline planning
Raghav,Deepak,6460302486,23,0,raghavdeepak@gmail.com,HR,Communication skills,ReactJS,pipeline planning
Riya,Riya,8988226534,27,4,riyariya@gmail.com,IoT solutions architect,API automation and testing ,Data Analysis and Visualization,Intrusion detection
Bobby,Bobby,9980411490,35,0,bobbybobby@gmail.com,Data scientist,Python,DBMS,Cloud
Ishita,Rajesh,9441809968,32,9,ishitarajesh@gmail.com,Machine learning engineer,Mathematics and Statistics,Operating systems,CI/CD pipelines
Renu,Arvind,8629322356,34,0,renuarvind@gmail.com,IoT solutions architect,API automation and testing ,DBMS,DBMS
Rajesh,Mukesh,6194356863,32,0,rajeshmukesh@gmail.com,Machine learning engineer,Mathematics and Statistics,Flask,CI/CD pipelines
Amit,Raghav,8625108184,32,0,amitraghav@gmail.com,HR,Communication skills,ReactJS,Algorithms and frameworks
Vikas,Riya,9505681021,27,0,vikasriya@gmail.com,Frontend developer,HTML/CSS,Data Analysis and Visualization,Algorithms and frameworks
Vidya,Juhi,8585342826,28,5,vidyajuhi@gmail.com,HR,Communication skills,Data Analysis and Visualization,Algorithms and frameworks
Anjana,Bradley,8805865776,34,0,anjanabradley@gmail.com,Cyber security,Scripting, Administrative expertise,Data mining
Ria,Riya,8239536983,26,0,riariya@gmail.com,DevOps engineer,Linux ,DBMS,Intrusion detection
Rajendra,Naresh,6639676266,32,0,rajendranaresh@gmail.com,DevOps engineer,Linux ,Networking and data centres,Data mining
Tanvi,Sonam,9186759928,23,0,tanvisonam@gmail.com,Machine learning engineer,Mathematics and Statistics,Data Analysis and Visualization,CI/CD pipelines
Manish,Suresh,6835057261,27,0,manishsuresh@gmail.com,IoT solutions architect,API automation and testing ,Data Analysis and Visualization,AI/ML
Manoj,Meera,6294685581,24,0,manojmeera@gmail.com,IoT solutions architect,API automation and testing , Data Structures,Java/python
Sandeep,Rajendra,8361523781,24,1,sandeeprajendra@gmail.com,DevOps engineer,Linux ,Node.js,DBMS
Rajat,Pooja,9972371415,26,3,rajatpooja@gmail.com,HR,Communication skills,ReactJS,C/JavaScript/Python
Prakash,Prakash,6558277950,29,6,prakashprakash@gmail.com,IoT solutions architect,API automation and testing ,Networking and data centres,pipeline planning
Santosh,Ananya,6758252622,33,10,santoshananya@gmail.com,AI/ML architect,Machine Learning Expertise,Controls and frameworks ,Intrusion detection
Eugene,Kirti,8466896581,25,0,eugenekirti@gmail.com,HR,Communication skills,Python,JavaScript
Parul,Sanjana,6240473420,34,10,parulsanjana@gmail.com,DevOps engineer,Linux , Administrative expertise,CI/CD pipelines
Marie,Mohan,8517099368,27,4,mariemohan@gmail.com,Data scientist,Python, Data Structures,DBMS
Ananya,Tanvi,6299604285,30,7,ananyatanvi@gmail.com,Security Analyst, Network security control,ReactJS,C/JavaScript/Python
Kavita,Bobby,9262807267,28,0,kavitabobby@gmail.com,Frontend developer,HTML/CSS,Operating systems,JavaScript
Harsh,Sunil,6686054515,29,0,harshsunil@gmail.com,DevOps engineer,Linux ,DBMS,CI/CD pipelines
Bob,Aanya,9192266503,23,0,bobaanya@gmail.com,Cyber security,Scripting,Data Analysis and Visualization,Algorithms and frameworks
Philip,Anjali,6626596253,23,0,philipanjali@gmail.com,IoT solutions architect,API automation and testing ,Node.js,AI/ML
Ajay,Nisha,8478558774,29,6,ajaynisha@gmail.com,Frontend developer,HTML/CSS,Flask,Intrusion detection
Parul,Sheetal,9619222875,25,2,parulsheetal@gmail.com,IoT solutions architect,API automation and testing ,Operating systems,DBMS
Vinay,Sangeeta,8549276416,25,2,vinaysangeeta@gmail.com,Cloud architect,Operating systems,Data Analysis and Visualization,Java/python
Ria,Sheetal,9970863697,25,2,riasheetal@gmail.com,Machine learning engineer,Mathematics and Statistics,Node.js,Data mining
Bob,Sandeep,9726196757,26,0,bobsandeep@gmail.com,Cyber security,Scripting,Controls and frameworks ,DBMS
Ravi,Sanjana,6765861724,33,0,ravisanjana@gmail.com,Cyber security,Scripting,Node.js,AI/ML
Aanya,Suman,6712905084,32,9,aanyasuman@gmail.com,AI/ML architect,Machine Learning Expertise,Node.js,Intrusion detection
Tanvi,Ishita,9836707984,30,7,tanviishita@gmail.com,HR,Communication skills,Operating systems, HR Management knowledge and expertise
Philip,Tanvi,9137166300,23,0,philiptanvi@gmail.com,AI/ML architect,Machine Learning Expertise,ReactJS,JavaScript
Ralph,Shivangi,9501752041,24,0,ralphshivangi@gmail.com,AI/ML architect,Machine Learning Expertise,Python,DBMS
Arjun,Abhinav,6636384351,30,7,arjunabhinav@gmail.com,Frontend developer,HTML/CSS,Operating systems,Cloud
Ashish,Ria,6914274519,26,0,ashishria@gmail.com,IoT solutions architect,API automation and testing ,Big Data,Algorithms and frameworks
Gaurav,Pradeep,9479810274,27,0,gauravpradeep@gmail.com,Security Analyst, Network security control,Python, HR Management knowledge and expertise
Ankita,Kirti,8578817235,35,0,ankitakirti@gmail.com,Security Analyst, Network security control,Node.js,CI/CD pipelines
Ankita,John,6337394828,32,0,ankitajohn@gmail.com,Machine learning engineer,Mathematics and Statistics,Flask,pipeline planning
Reena,Neetu,6385891887,26,0,reenaneetu@gmail.com,Cyber security,Scripting,Operating systems,AI/ML
Gaurav,Bobby,6510947836,29,0,gauravbobby@gmail.com,Frontend developer,HTML/CSS, Data Structures, HR Management knowledge and expertise
Nisha,Ria,9332884057,31,8,nisharia@gmail.com,Cyber security,Scripting,Data Analysis and Visualization,Java/python
Marie,Ishita,6776426459,31,8,marieishita@gmail.com,Frontend developer,HTML/CSS,Operating systems,JavaScript
Arvind,Rohan,8125147236,30,7,arvindrohan@gmail.com,Machine learning engineer,Mathematics and Statistics,Big Data, HR Management knowledge and expertise
Ananya,Divya,8489109502,33,10,ananyadivya@gmail.com,Machine learning engineer,Mathematics and Statistics,Python,DBMS
Gaurav,Riya,9710633795,35,0,gauravriya@gmail.com,DevOps engineer,Linux ,ReactJS,JavaScript
Alka,Lori,6261236204,31,0,alkalori@gmail.com,Cyber security,Scripting,Operating systems,Cloud
Kavita,Ravi,6142908211,30,0,kavitaravi@gmail.com,Machine learning engineer,Mathematics and Statistics, Administrative expertise,C/JavaScript/Python
Deepak,Vinay,8617710478,25,0,deepakvinay@gmail.com,AI/ML architect,Machine Learning Expertise,Data Analysis and Visualization,pipeline planning
Rajesh,Raghav,8393733092,31,8,rajeshraghav@gmail.com,Data scientist,Python,Big Data,AI/ML
Subhash,Sweta,8272559215,26,3,subhashsweta@gmail.com,Machine learning engineer,Mathematics and Statistics,ReactJS,Java/python
Ritu,Bradley,6162852016,26,3,ritubradley@gmail.com,HR,Communication skills, Administrative expertise,AI/ML
Alexis,Anjana,8214503605,28,5,alexisanjana@gmail.com,IoT solutions architect,API automation and testing ,Operating systems,Intrusion detection
Akshara,Vandana,6142449754,33,10,aksharavandana@gmail.com,Security Analyst, Network security control,Controls and frameworks ,Cloud
Gaurav,Tanisha,6868092761,35,10,gauravtanisha@gmail.com,IoT solutions architect,API automation and testing ,Python, HR Management knowledge and expertise
Russell,John,9782946401,25,2,russelljohn@gmail.com,Machine learning engineer,Mathematics and Statistics,Data Analysis and Visualization,C/JavaScript/Python
Savita,Akshara,6976689160,25,0,savitaakshara@gmail.com,Data scientist,Python,Flask,AI/ML
Rahul,Mahesh,8979924414,30,0,rahulmahesh@gmail.com,DevOps engineer,Linux , Administrative expertise,Intrusion detection
Juhi,Pranav,9954615627,30,0,juhipranav@gmail.com,AI/ML architect,Machine Learning Expertise,Flask,C/JavaScript/Python
Kavita,Parul,8811489662,30,7,kavitaparul@gmail.com,Cyber security,Scripting,Node.js,CI/CD pipelines
Ashish,Aarav,9985446186,33,0,ashishaarav@gmail.com,HR,Communication skills, Data Structures,Algorithms and frameworks
Meera,Abhinav,8593623353,25,0,meeraabhinav@gmail.com,Cloud architect,Operating systems,Controls and frameworks ,Algorithms and frameworks
Anika,Vivek,9121010371,33,0,anikavivek@gmail.com,HR,Communication skills,Controls and frameworks ,DBMS
Marie,Divya,6910677621,33,10,mariedivya@gmail.com,Cyber security,Scripting,Node.js,DBMS
Aarav,Divya,9263163149,28,0,aaravdivya@gmail.com,Data scientist,Python,DBMS,Data mining
Ankita,Rinku,6580440058,34,10,ankitarinku@gmail.com,Machine learning engineer,Mathematics and Statistics, Data Structures,AI/ML
Mukesh,Dinesh,9305644443,35,0,mukeshdinesh@gmail.com,Cloud architect,Operating systems,Node.js,Intrusion detection
Bhavna,Divya,6645813602,25,0,bhavnadivya@gmail.com,Security Analyst, Network security control,Data Analysis and Visualization,Java/python
Juhi,Aarav,6123399117,33,0,juhiaarav@gmail.com,Cyber security,Scripting,Operating systems,C/JavaScript/Python
Divya,Abhinav,8931954049,33,0,divyaabhinav@gmail.com,Data scientist,python,Python,Cloud
Meera,Prakash,6500032314,27,0,meeraprakash@gmail.com,DevOps engineer,Linux ,Big Data,CI/CD pipelines
Vijay,Riya,9582885238,35,0,vijayriya@gmail.com,IoT solutions architect,API automation and testing ,Python,Intrusion detection
Pooja,Eugene,8645322476,31,8,poojaeugene@gmail.com,HR,Communication skills,Controls and frameworks ,C/JavaScript/Python
Neeraj,Vikas,8359119673,24,1,neerajvikas@gmail.com,Data scientist,python,Controls and frameworks ,CI/CD pipelines
Philip,Sunil,9663243437,27,0,philipsunil@gmail.com,Machine learning engineer,Mathematics and Statistics,Python,JavaScript
Lori,Renu,6682522440,26,0,lorirenu@gmail.com,Frontend developer,HTML/CSS,Node.js, HR Management knowledge and expertise
Riya,Shivangi,9660644935,34,10,riyashivangi@gmail.com,DevOps engineer,Linux , Administrative expertise, HR Management knowledge and expertise
Sanjana,Shruti,8519745512,34,0,sanjanashruti@gmail.com,IoT solutions architect,API automation and testing ,Python,CI/CD pipelines
Kamal,Mukesh,8321909584,28,5,kamalmukesh@gmail.com,HR,Communication skills,Flask,JavaScript
Anika,Anjali,6199039448,34,0,anikaanjali@gmail.com,Machine learning engineer,Mathematics and Statistics, Administrative expertise,Data mining
Santosh,Payal,6900053857,27,0,santoshpayal@gmail.com,Cloud architect,Operating systems,Flask,Java/python
Arvind,Renu,8404667286,35,10,arvindrenu@gmail.com,Cloud architect,Operating systems,Python,Cloud
Shruti,Vinod,8415996860,25,0,shrutivinod@gmail.com,Frontend developer,HTML/CSS,Data Analysis and Visualization,AI/ML
Naresh,Riya,8777962114,28,0,nareshriya@gmail.com,Machine learning engineer,Mathematics and Statistics,ReactJS,CI/CD pipelines
Rinku,Mahesh,9328528332,25,2,rinkumahesh@gmail.com,Cyber security,Scripting,Data Analysis and Visualization,JavaScript
Rohit,Subhash,9922241423,23,0,rohitsubhash@gmail.com,IoT solutions architect,API automation and testing ,Controls and frameworks ,DBMS
Meera,Juhi,9903980049,26,3,meerajuhi@gmail.com,Machine learning engineer,Mathematics and Statistics,Node.js,DBMS
Gaurav,Roshni,8376593146,25,0,gauravroshni@gmail.com,Data scientist,Python,Big Data, HR Management knowledge and expertise
Shubham,Priyanka,8681137627,33,0,shubhampriyanka@gmail.com,Security Analyst, Network security control,Operating systems,Java/python
Akshara,Tanisha,8520391655,30,7,aksharatanisha@gmail.com,Cloud architect,Operating systems,DBMS,Data mining
Sanjana,Aanya,6860178500,23,0,sanjanaaanya@gmail.com,Frontend developer,HTML/CSS,Networking and data centres,Java/python
Bobby,Priyanka,9442773995,29,6,bobbypriyanka@gmail.com,Machine learning engineer,Mathematics and Statistics,Big Data,Data mining
Tanvi,Reena,9317315957,31,0,tanvireena@gmail.com,HR,Communication skills,DBMS,AI/ML
Anjali,Sunita,9487644555,27,0,anjalisunita@gmail.com,Data scientist,Python,Node.js,Data mining
Eugene,Eugene,8768455059,29,6,eugeneeugene@gmail.com,Data scientist,python, Administrative expertise,Cloud
Sandeep,Mohan,9509049195,33,10,sandeepmohan@gmail.com,Data scientist,python,Python,DBMS
Vikas,Akshara,6682527779,33,10,vikasakshara@gmail.com,Machine learning engineer,Mathematics and Statistics,Big Data,CI/CD pipelines
Manoj,Priya,9634179787,26,3,manojpriya@gmail.com,Data scientist,python,ReactJS,DBMS
Sonam,Harsh,6620585325,24,1,sonamharsh@gmail.com,HR,Communication skills, Administrative expertise,pipeline planning
Sonam,Sonam,6905783029,27,0,sonamsonam@gmail.com,Blockchain engineer,Cryptography, Data Structures,pipeline planning
Neetu,Anjali,8533297565,25,2,neetuanjali@gmail.com,Blockchain engineer,Cryptography,Operating systems,JavaScript
Riya,Sumit,6788425537,23,0,riyasumit@gmail.com,Data scientist,python, Data Structures,Cloud
Parul,Savita,8610096782,30,7,parulsavita@gmail.com,Data scientist,python,Node.js,pipeline planning
Sanjay,Suresh,9432124561,30,7,sanjaysuresh@gmail.com,Cloud architect,Operating systems, Data Structures,Java/python
Dinesh,Shruti,9463867043,25,2,dineshshruti@gmail.com,Frontend developer,HTML/CSS,Flask,Data mining
Sunil,Tanisha,8584066735,27,4,suniltanisha@gmail.com,DevOps engineer,Linux ,Flask,C/JavaScript/Python
Rohit,Ajay,9345565129,34,10,rohitajay@gmail.com,Frontend developer,HTML/CSS,Node.js,CI/CD pipelines
Sunita,Mukesh,6913851609,34,0,sunitamukesh@gmail.com,Blockchain engineer,Cryptography, Data Structures,Cloud
Raju,John,9939948054,26,3,rajujohn@gmail.com,Cloud architect,Operating systems,Networking and data centres,JavaScript
Priya,Kayla,9627249698,27,4,priyakayla@gmail.com,Data scientist,python, Administrative expertise,DBMS
Aarti,Arjun,8275725740,26,0,aartiarjun@gmail.com,Data scientist,python,ReactJS,Intrusion detection
Ashish,Subhash,6436597114,24,1,ashishsubhash@gmail.com,Data scientist,Python,Controls and frameworks , HR Management knowledge and expertise
Vikas,Rinku,9466018107,26,0,vikasrinku@gmail.com,Security Analyst, Network security control,DBMS,AI/ML
Priyanka,Sweta,6392149136,25,0,priyankasweta@gmail.com,AI/ML architect,Machine Learning Expertise,Networking and data centres,Algorithms and frameworks
Parul,Divya,6167501970,28,0,paruldivya@gmail.com,AI/ML architect,Machine Learning Expertise,DBMS,Algorithms and frameworks
Sanjay,Avinash,8650683315,31,0,sanjayavinash@gmail.com,Cyber security,Scripting,DBMS,AI/ML
Renu,Kamal,9907602621,30,7,renukamal@gmail.com,Cloud architect,Operating systems,Controls and frameworks ,DBMS
Alka,Vidya,9505072548,33,0,alkavidya@gmail.com,Cyber security,Scripting,Big Data,pipeline planning
Pramod,Rohan,6149505780,32,9,pramodrohan@gmail.com,AI/ML architect,Machine Learning Expertise,Big Data,Algorithms and frameworks
Ravi,Aarti,8262851596,35,0,raviaarti@gmail.com,AI/ML architect,Machine Learning Expertise,Big Data,JavaScript
Rajesh,Harsh,8260063084,31,8,rajeshharsh@gmail.com,Security Analyst, Network security control, Administrative expertise,Java/python
Kajal,Reena,6802562019,35,10,kajalreena@gmail.com,Blockchain engineer,Cryptography,Data Analysis and Visualization,Algorithms and frameworks
Dinesh,Amit,8146739323,27,4,dineshamit@gmail.com,HR,Communication skills,Data Analysis and Visualization,Java/python
Mahesh,Ananya,6206357709,32,9,maheshananya@gmail.com,Data scientist,python,Controls and frameworks ,Algorithms and frameworks
Rohit,Riya,6158226011,32,0,rohitriya@gmail.com,HR,Communication skills,Node.js,Data mining
Kavita,Ria,9292715803,23,0,kavitaria@gmail.com,Machine learning engineer,Mathematics and Statistics,Flask,JavaScript
Sanjana,Bob,6275352469,24,1,sanjanabob@gmail.com,Cloud architect,Operating systems, Administrative expertise,Intrusion detection
Vivek,Aarti,8573868708,28,5,vivekaarti@gmail.com,AI/ML architect,Machine Learning Expertise, Data Structures,Cloud
Vikas,Mohan,6631112952,27,0,vikasmohan@gmail.com,Cyber security,Scripting,Python,pipeline planning
Gaurav,Anika,9530793177,26,0,gauravanika@gmail.com,Frontend developer,HTML/CSS,Networking and data centres,Intrusion detection
Neeraj,Meera,9260329451,25,0,neerajmeera@gmail.com,DevOps engineer,Linux ,DBMS,Data mining
Shilpa,Roshni,9154446347,33,10,shilparoshni@gmail.com,AI/ML architect,Machine Learning Expertise, Data Structures,pipeline planning
Ananya,Juhi,6299722997,23,0,ananyajuhi@gmail.com,Frontend developer,HTML/CSS, Data Structures,CI/CD pipelines
Vikas,Neeraj,6185569295,30,7,vikasneeraj@gmail.com,Machine learning engineer,Mathematics and Statistics,Big Data,DBMS
Gaurav,Vandana,6289328079,26,0,gauravvandana@gmail.com,DevOps engineer,Linux ,Python,C/JavaScript/Python
Ashish,Vandana,9703290916,24,1,ashishvandana@gmail.com,Frontend developer,HTML/CSS,Python,C/JavaScript/Python
Shilpa,Eve,6521590937,27,4,shilpaeve@gmail.com,IoT solutions architect,API automation and testing , Administrative expertise,Intrusion detection
Shruti,Sandeep,9476475872,31,0,shrutisandeep@gmail.com,Cyber security,Scripting,Networking and data centres,Java/python
Gaurav,Ritu,6113180092,30,0,gauravritu@gmail.com,Data scientist,python,Operating systems,Cloud
Ananya,Rahul,6825554510,35,10,ananyarahul@gmail.com,Machine learning engineer,Mathematics and Statistics, Administrative expertise,Cloud
Russell,Deepak,9625705031,26,3,russelldeepak@gmail.com,Cyber security,Scripting, Administrative expertise,Data mining
Sanjay,Bobby,8108632002,27,4,sanjaybobby@gmail.com,Machine learning engineer,Mathematics and Statistics,Data Analysis and Visualization,Intrusion detection
Vinay,Alexis,6835846063,27,0,vinayalexis@gmail.com,IoT solutions architect,API automation and testing ,Big Data, HR Management knowledge and expertise
Aarti,Shilpa,9661713887,30,7,aartishilpa@gmail.com,Machine learning engineer,Mathematics and Statistics, Administrative expertise,pipeline planning
Payal,Pranav,6304986831,26,3,payalpranav@gmail.com,DevOps engineer,Linux , Data Structures, HR Management knowledge and expertise
Nisha,Mukesh,6433523901,27,4,nishamukesh@gmail.com,AI/ML architect,Machine Learning Expertise,Data Analysis and Visualization, HR Management knowledge and expertise
Rinku,Abhinav,8626654489,23,0,rinkuabhinav@gmail.com,Machine learning engineer,Mathematics and Statistics,Node.js,Data mining
Divya,Nisha,6317157256,23,0,divyanisha@gmail.com,AI/ML architect,Machine Learning Expertise, Administrative expertise,pipeline planning
Mahesh,Pradeep,9426847507,35,10,maheshpradeep@gmail.com,Cyber security,Scripting,Networking and data centres,DBMS
Rajat,Anjali,9511030281,28,5,rajatanjali@gmail.com,Machine learning engineer,Mathematics and Statistics,DBMS, HR Management knowledge and expertise
Alka,Mohan,9966583208,31,0,alkamohan@gmail.com,IoT solutions architect,API automation and testing ,DBMS,CI/CD pipelines
Avinash,Raghav,9345535635,26,3,avinashraghav@gmail.com,AI/ML architect,Machine Learning Expertise, Administrative expertise,C/JavaScript/Python
Rajat,Sanjay,8438430185,33,10,rajatsanjay@gmail.com,Data scientist,python,Controls and frameworks , HR Management knowledge and expertise
Bobby,Alka,8669140913,33,0,bobbyalka@gmail.com,IoT solutions architect,API automation and testing ,Data Analysis and Visualization,Cloud
Anjana,Alka,6606588916,25,2,anjanaalka@gmail.com,HR,Communication skills,Python,CI/CD pipelines
Rakesh,Mohan,6709313814,33,10,rakeshmohan@gmail.com,HR,Communication skills,Networking and data centres,pipeline planning
Payal,Amit,8935835347,28,5,payalamit@gmail.com,Frontend developer,HTML/CSS,Networking and data centres,CI/CD pipelines
Arjun,Pooja,8198981193,28,5,arjunpooja@gmail.com,Frontend developer,HTML/CSS,Operating systems,Data mining
Ralph,Raju,8514289631,30,0,ralphraju@gmail.com,AI/ML architect,Machine Learning Expertise,Operating systems,AI/ML
Sheetal,Rohit,9266179716,31,0,sheetalrohit@gmail.com,Data scientist,python,Node.js,CI/CD pipelines
Manish,Anjali,9677569166,29,6,manishanjali@gmail.com,Cyber security,Scripting, Administrative expertise,Intrusion detection
Rajendra,Lori,9226638331,33,10,rajendralori@gmail.com,Data scientist,Python,DBMS,Intrusion detection
Mahesh,Sangeeta,9265513058,31,0,maheshsangeeta@gmail.com,AI/ML architect,Machine Learning Expertise,Node.js,Intrusion detection
Priya,Ankita,9132625783,32,9,priyaankita@gmail.com,AI/ML architect,Machine Learning Expertise,ReactJS,AI/ML
Reena,Rahul,9164591147,25,0,reenarahul@gmail.com,Security Analyst, Network security control,DBMS,DBMS
John,Rajesh,9639267879,35,10,johnrajesh@gmail.com,Cyber security,Scripting,Node.js,Java/python
Satish,Eve,6832838785,32,0,satisheve@gmail.com,Cloud architect,Operating systems,ReactJS,Cloud
Rajat,Doris,9553751707,29,0,rajatdoris@gmail.com,Data scientist,Python, Administrative expertise,C/JavaScript/Python
Kavita,Arjun,9331200378,33,0,kavitaarjun@gmail.com,Cyber security,Scripting,DBMS,Intrusion detection
Abhinav,Rinku,6642614106,30,7,abhinavrinku@gmail.com,Data scientist,Python,Big Data, HR Management knowledge and expertise
Vijay,Renu,9618545503,25,0,vijayrenu@gmail.com,AI/ML architect,Machine Learning Expertise,ReactJS,Intrusion detection
Mukesh,Rakesh,6921028789,27,0,mukeshrakesh@gmail.com,HR,Communication skills, Administrative expertise,Java/python
Gaurav,Kirti,9448262090,25,2,gauravkirti@gmail.com,Security Analyst, Network security control,Flask,JavaScript
Eugene,Rajendra,6777654625,33,10,eugenerajendra@gmail.com,Frontend developer,HTML/CSS,DBMS,Cloud
Ishita,Arvind,6336003401,33,0,ishitaarvind@gmail.com,Cloud architect,Operating systems,Big Data,CI/CD pipelines
Bobby,Riya,9907654883,35,10,bobbyriya@gmail.com,DevOps engineer,Linux ,Node.js,Java/python
Philip,Suresh,8926661322,32,9,philipsuresh@gmail.com,Security Analyst, Network security control,Python,pipeline planning
Vijay,Suman,9115975846,25,0,vijaysuman@gmail.com,DevOps engineer,Linux ,Operating systems,C/JavaScript/Python
Kamal,Roshni,9907568099,31,8,kamalroshni@gmail.com,Security Analyst, Network security control, Data Structures,Cloud
Kajal,Raghav,8640944565,23,0,kajalraghav@gmail.com,DevOps engineer,Linux ,Operating systems,Data mining
Suresh,Prakash,6522878375,29,0,sureshprakash@gmail.com,Frontend developer,HTML/CSS,Node.js,Cloud
Riya,Marie,6590279166,27,0,riyamarie@gmail.com,Data scientist,Python,Data Analysis and Visualization,Algorithms and frameworks
Ravi,Bradley,8396321475,23,0,ravibradley@gmail.com,DevOps engineer,Linux ,Big Data,AI/ML
Amit,Divya,6355941391,34,10,amitdivya@gmail.com,Frontend developer,HTML/CSS,Operating systems,C/JavaScript/Python
Aarav,Sonam,8680061143,32,9,aaravsonam@gmail.com,Frontend developer,HTML/CSS, Data Structures,Algorithms and frameworks
Pradeep,Bob,9345848254,27,0,pradeepbob@gmail.com,Data scientist,Python,Data Analysis and Visualization,Algorithms and frameworks
Tanvi,Vinay,8925244559,35,0,tanvivinay@gmail.com,Data scientist,Python,Networking and data centres,C/JavaScript/Python
Sunil,Rajesh,6837930593,23,0,sunilrajesh@gmail.com,Security Analyst, Network security control, Data Structures,pipeline planning
Shruti,Tanisha,9686570784,33,10,shrutitanisha@gmail.com,Data scientist,Python,Python,JavaScript
Ravi,Akshara,8819712672,23,0,raviakshara@gmail.com,IoT solutions architect,API automation and testing , Administrative expertise,Cloud
Vikas,Eve,9113363682,27,0,vikaseve@gmail.com,Cyber security,Scripting,Python,pipeline planning
Rahul,Savita,8254167276,33,10,rahulsavita@gmail.com,Data scientist,Python,Data Analysis and Visualization,Intrusion detection
Bhavna,Mahesh,6732106545,32,9,bhavnamahesh@gmail.com,HR,Communication skills,DBMS,Algorithms and frameworks
Russell,Raju,8880143641,28,5,russellraju@gmail.com,Data scientist,Python,Flask,C/JavaScript/Python
Sweta,Savita,9745888648,28,5,swetasavita@gmail.com,Machine learning engineer,Mathematics and Statistics, Data Structures, HR Management knowledge and expertise
Tanvi,Alka,8314206269,29,0,tanvialka@gmail.com,AI/ML architect,Machine Learning Expertise,Operating systems,Cloud
Vinod,Kavita,9625067085,31,0,vinodkavita@gmail.com,IoT solutions architect,API automation and testing ,Flask,C/JavaScript/Python
Sanjana,Rinku,8342950056,25,0,sanjanarinku@gmail.com,Blockchain engineer,Cryptography,DBMS,pipeline planning
Aarav,Gaurav,8118274266,32,9,aaravgaurav@gmail.com,AI/ML architect,Machine Learning Expertise,Big Data,pipeline planning
Ravi,Sangeeta,8641856959,31,8,ravisangeeta@gmail.com,Security Analyst, Network security control, Administrative expertise,C/JavaScript/Python
Anika,Avinash,6447980805,29,6,anikaavinash@gmail.com,Data scientist,python,Networking and data centres,Data mining
Ramesh,Alka,9485492210,32,9,rameshalka@gmail.com,Data scientist,python,Controls and frameworks ,Java/python
Pranav,Bradley,8481202323,24,1,pranavbradley@gmail.com,Cloud architect,Operating systems,ReactJS, HR Management knowledge and expertise
Mohan,Aarav,6985772288,28,5,mohanaarav@gmail.com,Cyber security,Scripting,DBMS,DBMS
Pranav,Gaurav,6844199380,24,1,pranavgaurav@gmail.com,Data scientist,python,Node.js,Cloud
Sumit,Riya,6593139375,35,10,sumitriya@gmail.com,Data scientist,python,Networking and data centres,Data mining
Neeraj,Anika,8497961938,27,4,neerajanika@gmail.com,DevOps engineer,Linux ,ReactJS,DBMS
Ajay,Rajendra,9714923652,32,0,ajayrajendra@gmail.com,Blockchain engineer,Cryptography, Administrative expertise,pipeline planning
Lori,Ritu,6467650396,30,0,loriritu@gmail.com,IoT solutions architect,API automation and testing ,Operating systems,JavaScript
Satish,Shruti,9948053714,24,1,satishshruti@gmail.com,Data scientist,python,Flask,JavaScript
Parul,Priyanka,6609605583,35,0,parulpriyanka@gmail.com,Frontend developer,HTML/CSS,Controls and frameworks ,DBMS
Sunil,Dinesh,9791328155,28,5,sunildinesh@gmail.com,Cloud architect,Operating systems,Data Analysis and Visualization,Cloud
Manish,Abhinav,9502863103,32,9,manishabhinav@gmail.com,IoT solutions architect,API automation and testing ,Controls and frameworks ,DBMS
Sunil,Mukesh,8609905283,23,0,sunilmukesh@gmail.com,IoT solutions architect,API automation and testing ,Operating systems,C/JavaScript/Python
Rajendra,John,9866357562,26,0,rajendrajohn@gmail.com,Cloud architect,Operating systems,Big Data,JavaScript
Riya,Gaurav,6113963890,29,0,riyagaurav@gmail.com,Cyber security,Scripting, Data Structures,Intrusion detection
